Subtype_to_16S_copy_number	A1	A2	A3	A4	A5	A6
multidrug__adeK	0	0	7.89188894939844e-05	0	0	0
multidrug__amrB	0.00100262680937502	0.000574990585194527	0.000348995344293392	0.000387673093860482	0	0.000235071034647937
multidrug__bicyclomycin-multidrug_efflux_protein_bcr	0	0	0	0	0	0.000137814220271779
multidrug__bpeE	0	0	0	0	0	0
multidrug__bpeF	0	0.000375547052832311	3.47620183002605e-05	0.000110424727701475	2.76345233932416e-05	0
multidrug__ceoA	0	0	0	0	0	0
multidrug__ceoB	3.10059268654637e-05	0.000625818319093992	0.000106302048873482	0.000467386339887881	2.7977318053654e-05	5.2074838957657e-05
multidrug__cmeA	0	0	0	0	0	0
multidrug__cmeB	0.000320096038073254	0.000301030882802603	0.000261014625409618	9.57298444046541e-05	0	2.65027346676498e-05
multidrug__emrA	0.000459904603492148	0	8.70048751365392e-05	0	0	0
multidrug__emrB	0.000779718881130134	0.000492750640739253	7.12916200951575e-05	6.23103441653221e-05	0	0.000107667359587327
multidrug__emrD	0	0.00024062599925175	0	5.69496144513428e-05	0	0
multidrug__emrE	0.000280994563775562	0	0	0	0.000248476519662961	0
multidrug__emrK	0	0	0.000114364345477756	9.94922362507861e-05	0	0
multidrug__major_facilitator_superfamily_transporter	0.000187127663747067	0	0	0	0	0
multidrug__mdfA	0.000158895899046484	0	0	0.000121372520802518	0	0
multidrug__mdtA	0.000159794498918151	0	0	0	0	0
multidrug__mdtB	0.00932607808929997	0.00656334985090573	0.00456105281729049	0.00578022756786536	0	0.000937437045234264
multidrug__mdtC	0.00375984189671451	0.00423785410453112	0.00182528092051276	0.00269510906215844	0	0.000531363012883309
multidrug__mdtD	0.000129531931394798	0	0	8.52519007073388e-05	0	0
multidrug__mdtE	0.000142206614245103	0	0	6.01805180197784e-05	0	4.33237115217517e-05
multidrug__mdtF	0.00017389095541976	0.000211660353038836	0.000101720302846103	0.000217896028502274	0	8.87752161442125e-05
multidrug__mdtG	0	0	8.92465466376417e-05	0.000110549251582018	0	0
multidrug__mdtH	0.000323728635104649	0	0	0.000309604013382994	0	0
multidrug__mdtK	0.000258488920291728	0	8.08826785451237e-05	0.000126345576648206	0.000618553960659225	0
multidrug__mdtL	4.80781698619986e-05	0	0	0	0	0
multidrug__mdtM	0	0	0	0	0	0.000110251376217423
multidrug__mdtN	0	0	0	4.76823472805625e-05	0	0
multidrug__mdtO	0.000194186579944459	0	0	0	0	7.90968877694544e-05
multidrug__mdtP	0	0	0	0	0	0
multidrug__mepA	0	0	0	0	0	0
multidrug__mexA	0.000142082298593197	0.000193612936372732	0	0	0	0
multidrug__mexB	0.000471468160575621	0.000168511485520658	0.000104168666292045	0.000212292789089985	2.78444722889168e-05	7.17291571534501e-05
multidrug__mexC	0.000228339469704965	0.000168098053284853	0.000171546518216634	3.83755768395889e-05	0	0
multidrug__mexD	0.000303379613046139	0.00032762110184923	5.52175645008246e-05	0.000290632345973559	0	0.00018131118128339
multidrug__mexE	4.34302932827921e-05	9.21734130338699e-05	0	0.00025791744522592	7.23773922766367e-05	6.80392624011806e-05
multidrug__mexF	0.00113058699439513	0.00583829022618192	0.00132226844836459	0.00497174492830328	0.00129846145642947	0.000461376016531987
multidrug__mexG	0	0	0	0	0	0
multidrug__mexH	0	0	0	0	0	0
multidrug__mexI	0.000140491820380225	0.0006506448337968	0.00024086531537356	0.000212750120515946	0.000157856239488893	0.000131787359326949
multidrug__mexT	0.000655084590929654	0	0	0	0.000178238476110817	0
multidrug__mexW	0.000465190592410502	0.00148710169028908	0.000508859491611556	0.000675618504456593	0.000297057892409351	0.000141115527181165
multidrug__mexY	0.000281033237256834	0.00012833395259614	0.00012840362116854	7.84281725075746e-05	0	5.27518546494848e-05
multidrug__mtrE	0	0	0	0	0	0
multidrug__multidrug_ABC_transporter	0.000704934575035695	0.00383128947176848	0.000615212668146453	0.00134043047420094	0.000798959209474302	0.000405394943563584
multidrug__multidrug_transporter	0.00373462336504118	0.00472076063000513	0.00179739718203557	0.00320600258532504	0.00070620303259574	0.00129845214399715
multidrug__norA	0.000169642299432874	0	0	0	0	0
multidrug__opcM	0	0	0	0	0	0
multidrug__opmD	0	0	0	0	0	0
multidrug__oprA	0	0	0	0	0	0
multidrug__oprC	0	0.000252827045085712	2.15303942279507e-05	3.42036126907842e-05	1.04183555960206e-05	0
multidrug__oprJ	0.000201462431547441	0	0	0	0	0
multidrug__oprM	0.000389790614270532	0	0	0	0	0
multidrug__oprN	0	0	0	0	0	0
multidrug__pmrA	0	0.000100678726913821	0	0	0	0
multidrug__qacA	0	0	0	0	0	0
multidrug__qacB	0	0	0	0	0	0
multidrug__qacEdelta1	0.00381742110328553	0	0.000686335243751943	0	0	0.00269876194827866
multidrug__qacG	0	0	0	0	0	0
multidrug__sdeY	0	0	0	1.41306833843206e-05	0	0
multidrug__smeB	9.48256201873679e-05	0.000255812707161684	8.22736447233449e-05	5.24356467779576e-05	0	5.51782388123424e-05
multidrug__smeC	0	0	0	0	0	0
multidrug__smeD	0	0.000168980247266786	0	0	0	3.91756159148204e-05
multidrug__smeE	0	0.000130316399481647	0	0	0	2.59726799742968e-05
multidrug__smeF	0	0	0	6.17519677210849e-05	0	0
multidrug__ykkC	0	0	0	0	0	0
multidrug__ykkD	0	0	0	0	0	0
polymyxin__arnA	0.000100476844016716	0.000650950160319837	0	0.000123344530811689	8.88491797582708e-05	0.000164541826627518
polymyxin__eptA	0	0	0	0	0	0
polymyxin__icr-Mc	0	0	0	0	0	0
polymyxin__icr-Mo	0	0	0	0	0	0
polymyxin__mcr-1	0	0	0	0	0	0
polymyxin__mcr-1.2	0	0	0	0	0	0
polymyxin__mcr-1.3	0	0	0	0	0	0
polymyxin__mcr-1.4	0	0	0	0	0	0
polymyxin__mcr-1.5	0	0	0	0	0	0
polymyxin__mcr-1.6	0	0	0	0	0	0
polymyxin__mcr-1.7	0	0	0	0	0	0
polymyxin__mcr-1.8	0	0	0	0	0	0
polymyxin__mcr-1.9	0	0	0	0	0	0
polymyxin__mcr-2.1	0	0	0	0	0	0
polymyxin__mcr-2.2	0	0	0	0	0	0
polymyxin__mcr-3	0	0	0	0	0	0
polymyxin__mcr-4	5.88374569029495e-05	0	0	0	0	0
polymyxin__mcr-5	0.000214583270896394	0.000141227717756344	8.90034769102027e-05	0.000128713695871479	0	0
puromycin__puromycin resistance protein	0	0	0	0	0	0
quinolone__abaQ	0	0	0	0	0	0
quinolone__mfpA	0	0	0	0	0	0
quinolone__norB	0	0	0	0	0	0
quinolone__qepA	0	0.000485358456934383	0	0.000173303404083806	0	0
quinolone__qnrA	0	0	0	0	0	0
quinolone__qnrB	0	0	0	0	0	0
quinolone__qnrS	0.00060230798055525	0	0	0	0	0
rifamycin__ADP-ribosylating transferase_arr	0.00101201459374154	0.00233848684384208	0.00127461585777874	0.000926187022400569	0	0.000555111824311502
rifamycin__rifampin monooxygenase	0	0	0	7.51621028783667e-05	0	0
rifamycin__rifampin resistance protein	0	0	0	0	0	0
spectinomycin__spcN	0	0	0	0	0	0
sulfonamide__sul1	0.00446019747775448	0	0.00176899798380997	0	0	0.003970302603121
sulfonamide__sul2	0.00147350606712612	0.000221175889120239	0.00106116566211705	0.000171040262380453	0	0.000452450470006206
sulfonamide__sul3	0	0	0	0	0	0
sulfonamide__sul4	0	0.000122778935260757	0	9.58275147562325e-05	0	0.00041680398326099
tetracenomycin_C__tcmA	0	0	0	0	0	0
tetracycline__otrA	0	0	0	0	0	0
tetracycline__tcr3	0	0	0	0	0	0
tetracycline__tet31	0	0	0	0	0	0
tetracycline__tet32	5.08516609624507e-05	0	0.000114283807206293	4.21791029739248e-05	0	8.19552483619343e-05
tetracycline__tet34	0	0	0	0	0.000555942010487466	0.000350799833419074
tetracycline__tet35	0	0	0	0	0.000287640190079215	0
tetracycline__tet36	0	0	0	0	0	0
tetracycline__tet37	0.000497360377882745	0	0	0	0	0
tetracycline__tet39	0	0	0	0	0	0
tetracycline__tet40	0	0.000387225872745464	0.000181687199096435	0.000135480279482949	0	0
tetracycline__tet41	0	0	0	0	0	0
tetracycline__tet43	0	0	0	0	0	0
tetracycline__tet44	0	0	0	0	0	0
tetracycline__tetA	0.000294592160246748	0.000340542550523612	0	0	0	0.000324462547937381
tetracycline__tetB	0	0	0	0	0	0
tetracycline__tetC	0.0011710896840927	0	0.000568932202702508	0	0	0.000818507947053265
tetracycline__tetD	0	0	0	0	0	0
tetracycline__tetE	0	0	0	0	0	0
tetracycline__tetG	8.14093713158457e-05	0	0	0	0	6.20340224241256e-05
tetracycline__tetH	0	0	0	0	0	0
tetracycline__tetJ	0	0	0	0	0	0
tetracycline__tetK	0	0	0	0	0	0
tetracycline__tetL	0	0	0	0	0	0
tetracycline__tetM	5.08516609624507e-05	0.000340436409129634	0.000114283807206293	0	7.34152846828904e-05	0.000120776155480745
tetracycline__tetO	0.000257371671809955	0.000627802823418311	0.000115438189097266	0	0.000228505073575496	0.000126814963254783
tetracycline__tetP	0.000194265505471583	0.000112247990719161	0	0.000135825213936848	0.000148399933676007	0.000118368041951221
tetracycline__tetQ	0.000885227628997121	0.00145854554632116	0.000493910604598933	0.0003853589994084	0.000440040501331721	0.000127428502776604
tetracycline__tetR	0	0	0	0	0	0
tetracycline__tetS	0	0	0	0	0	0
tetracycline__tetT	0	0	0	0	0	0
tetracycline__tetU	0	0	0	0	0	0
tetracycline__tetV	0	0.000152708794885535	0	0.000128792179832377	0	0
tetracycline__tetW	0.000514743343619909	0.00186644082637876	0.000230876378194531	0.000174741998034831	0.000212855573242897	0.000169949304497906
tetracycline__tetX	0	0	0	0	0	0
tetracycline__tetX1	0	0	0.000201364074586322	0	0	0
tetracycline__tetX2	0	0	0.000113663054680015	0	0	0.00014217095388437
tetracycline__tetX3	0	0	0	0	0	0
tetracycline__tetX4	0	0	0	0	0	0
tetracycline__tetX5	0	0	0	0	0	0
tetracycline__tetX6	0	0	0	0	0	0
tetracycline__tetY	0	0	0	0	0	0
tetracycline__tetZ	0	0	0	0	0	0
tetracycline__tetracycline_resistance_protein	0.000102741110924135	0.000296933767832985	0	4.30399009938008e-05	0	4.22716544182609e-05
trimethoprim__dfrA1	0	0	0	0	0	0
trimethoprim__dfrA10	0	0	0	0	0	0
trimethoprim__dfrA12	0	0	0	0	0	0
trimethoprim__dfrA13	0	0	0	0	0	0
trimethoprim__dfrA14	0.000298416226729647	0	0	0	0	0
trimethoprim__dfrA15	0	0	0	0	0	0
trimethoprim__dfrA16	0	0	0	0	0	0
trimethoprim__dfrA17	0	0	0	0	0	0
trimethoprim__dfrA19	0	0	0	0	0	0
trimethoprim__dfrA20	0	0	0	0	0	0
trimethoprim__dfrA21	0	0	0	0	0	0
trimethoprim__dfrA22	0	0	0	8.33408991970871e-05	0	0
trimethoprim__dfrA23	0	0	0	0	0	0
trimethoprim__dfrA24	0	0	0	0	0	0
trimethoprim__dfrA25	0	0	0	0	0	0
trimethoprim__dfrA5	0	0	0	0	0	0
trimethoprim__dfrA7	0	0	0	0	0	0
trimethoprim__dfrB1	0	0	0	0	0	0
trimethoprim__dfrB2	0.000416592453269308	0	0	0	0	0
trimethoprim__dfrB3	0	0	0	0	0	0
trimethoprim__dfrB6	0	0.000521265597926586	0.000274254497713004	0.000218609589432359	0	0
unclassified__16S rRNA methylase	0	0	0	0	0	0
unclassified__DNA-binding transcriptional regulator gadX	0	0	0	0	0	0
unclassified__DNA-binding_protein_H-NS	0	0	0	0	0.00012840976344626	0
unclassified__antibiotic resistance rRNA adenine methyltransferase	0	0	0	0	0	0
unclassified__bacterial regulatory protein LuxR	0.00014628246408316	0	0	0	0	0
unclassified__cAMP-regulatory protein	0.000570581667130299	0.000831466597919708	0.00165055717341729	0.000165352434357902	0.00316853028701522	0.00127298334805678
unclassified__cob(I)alamin adenolsyltransferase	0	0	0	0	0	0
unclassified__cystathionine beta-lyase patB	0	0	0	0	0	0
unclassified__mycinamicin-resistance protein myrB	0	0	0	0	0	0
unclassified__rpsD_(ramA_or_sud2)	0	0	0	0	0	0
unclassified__sdiA	0	0	0.000153677089235735	0	0	0
unclassified__thiostrepton resistance methylase tsnR	0	0	0	0	0	0
unclassified__tmrB	0	0	0	0	0	0
unclassified__transcriptional regulatory protein CpxR cpxR	0.0068195104850945	0.00643149406716915	0.00423757168460196	0.00285910129458913	0.00121520073589039	0.000835368509870691
unclassified__truncated putative response regulator ArlR	0.000503838570329137	0	0	0	0	0.000103619714490059
unclassified__two-component system_response regulator EvgA	0	0	0	0	0	0
vancomycin__vanA	0	0	0	0	0	0
vancomycin__vanB	0	0	0	0	0	0
vancomycin__vanC	0	0	0	0	0	0
vancomycin__vanD	0	0	0	0	0	0
vancomycin__vanE	0	0	0	0	0	0
vancomycin__vanG	0	0	0	0	0	0.00016427139149874
vancomycin__vanH	0	0	0	0.00033822946295265	0	0
vancomycin__vanM	0	0	0	0	0	0
vancomycin__vanN	0	0	0	0	0	0
vancomycin__vanR	0.000244327232500275	0.00304801595737797	0.000361534800659273	0.00093793139758278	0	0.000345512737642115
vancomycin__vanS	5.12742657611077e-05	0.00130602382938331	0.000104233156177281	0.000418627201535267	0	0
vancomycin__vanT	0	0	0	0	0	0
vancomycin__vanU	0	0	0	0	0	0
vancomycin__vanW	0	0	0	0	0	0
vancomycin__vanX	0	0.00104711600813908	0	0.000133507265704072	0	0
vancomycin__vanY	0	0.000599181087300876	0	0	0	0
vancomycin__vanZ	0	0	0	0	0	0
